Gene,FC_2d,p.adj_2d,FC_21d,p.adj_21d,,,,,,
SPBC337.16,-2.305855854,2.45E-34,-2.558420578,4.25E-51,,,,,,
SPBC342.06c,-1.365506205,0.196328781,-2.206811176,0.069567106,,,,,,
SPBC354.01,-2.049022388,1.10E-31,-1.955846917,9.43E-40,,,,,,
SPBC354.05c,1.469430431,3.35E-26,1.699992471,6.13E-45,,,,,,
SPBC354.06,0.994546016,2.46E-10,1.307850924,1.47E-22,,,,,,
SPBC354.08c,3.608779956,8.16E-105,2.808632486,7.93E-69,,,,,,
SPBC354.09c,1.450519542,3.52E-23,1.214411914,6.64E-27,,,,,,
SPBC354.11c,2.730270895,1.03E-38,2.979404056,1.48E-39,,,,,,
SPBC354.12,5.76879338,4.75E-62,4.455062213,0,,,,,,
SPBC354.13,1.161611088,2.22E-16,1.547529414,4.35E-31,,,,,,
SPBC354.15,1.206985045,8.95E-17,1.530481743,2.67E-34,,,,,,
SPBC359.01,-0.976252158,0.00378866,1.183270802,2.99E-10,,,,,,
SPBC359.03c,1.125946698,2.31E-09,1.353934184,2.63E-17,,,,,,
SPBC359.04c,-4.304416271,5.98E-05,-1.879047656,0.013413321,,,,,,
SPBC359.05,-1.52328754,1.90E-11,-0.771067889,7.54E-05,,,,,,
SPBC359.06,1.910514352,1.21E-11,3.645106362,8.22E-89,,,,,,
SPBC36.01c,1.133211797,1.12E-05,1.493812416,1.84E-15,,,,,,
SPBC36.02c,3.224371681,2.04E-46,6.390419895,0,,,,,,
SPBC36.06c,-1.658574553,2.23E-09,-1.128352743,2.81E-06,,,,,,
SPBC36.08c,-1.456973555,9.32E-08,-0.953032358,1.82E-07,,,,,,
SPBC36.11,1.590594845,2.11E-26,1.642551344,9.29E-43,,,,,,
SPBC365.01,-1.656242919,2.30E-21,-1.705462146,1.71E-19,,,,,,
SPBC365.06,-1.014134452,4.37E-08,-0.962401547,9.11E-10,,,,,,
SPBC365.12c,3.973800414,2.00E-77,3.303038019,2.02E-47,,,,,,
SPBC365.16,2.435525211,2.66E-59,2.074937805,1.13E-55,,,,,,
SPBC36B7.05c,1.522735642,2.10E-12,2.226968493,3.80E-55,,,,,,
SPBC36B7.09,1.018709956,1.07E-14,1.262311214,6.45E-31,,,,,,
SPBC3B9.01,-1.513293581,1.13E-19,-1.748539856,2.84E-29,,,,,,
SPBC3B9.03,-1.051643945,8.66E-08,-1.267430177,7.32E-16,,,,,,
SPBC3B9.05,-1.631614119,8.23E-13,-1.546364654,9.63E-13,,,,,,
SPBC3B9.06c,1.930862419,6.87E-20,2.067942902,4.98E-36,,,,,,
SPBC3B9.07c,-0.956173262,0.056017159,-2.096198519,0.000387553,,,,,,
SPBC3B9.08c,-1.782970565,9.84E-12,-1.522142137,1.25E-14,,,,,,
SPBC3B9.12,-0.792943742,0.031919026,-1.08372848,0.005464627,,,,,,
SPBC3B9.18c,-1.328205301,8.56E-11,-0.679139566,1.28E-05,,,,,,
SPBC3B9.21,-0.943215807,0.025315019,-1.31734416,0.002768062,,,,,,
SPBC3D6.05,-1.593487806,5.11E-21,-2.023704183,4.92E-32,,,,,,
SPBC3D6.09,-1.186551531,5.51E-07,-1.331257954,6.72E-09,,,,,,
SPBC3E7.02c,2.915927208,1.18E-17,1.14630444,8.14E-09,,,,,,
SPBC3E7.07c,-2.909626798,4.05E-22,-3.176723296,1.36E-32,,,,,,
SPBC3E7.09,-1.422848284,0.026182269,-0.81961063,0.187107568,,,,,,
SPBC3E7.15c,-0.85712923,2.33E-06,-1.271796208,1.72E-17,,,,,,
SPBC3E7.16c,1.608392038,1.46E-14,1.510234982,7.89E-43,,,,,,
SPBC3F6.02c,-1.173215695,1.89E-15,-1.33728468,6.65E-22,,,,,,
SPBC3F6.03,-1.046023273,2.63E-10,-0.702595265,1.29E-07,,,,,,
SPBC3F6.05,1.502754109,9.72E-31,1.181476372,4.02E-26,,,,,,
SPBC3H7.02,2.034629942,1.07E-20,2.289468535,1.92E-120,,,,,,
SPBC3H7.03c,1.255492173,4.18E-25,1.026207519,2.00E-19,,,,,,
SPBC3H7.04,-1.508464237,8.55E-11,-1.246780748,8.16E-15,,,,,,
SPBC3H7.07c,-2.842624079,1.57E-18,-3.384652164,6.62E-21,,,,,,
SPBC3H7.08c,0.833693006,0.018520514,2.169352966,2.94E-18,,,,,,
SPBC3H7.10,-0.941992807,8.51E-06,-1.245438178,1.82E-09,,,,,,
SPBC3H7.11,-0.606977588,0.0027018,-1.008899167,1.56E-06,,,,,,
SPBC3H7.14,-1.471256167,7.07E-09,-2.221798308,6.58E-17,,,,,,
SPBC405.02c,0.815948145,1.04E-05,1.244263161,5.39E-16,,,,,,
SPBC409.05,-1.485446236,3.21E-14,-1.117166043,6.10E-12,,,,,,
SPBC409.07c,2.918547779,1.57E-111,2.664398494,2.32E-129,,,,,,
SPBC409.08,2.53921987,3.54E-12,1.11483986,4.98E-19,,,,,,
SPBC409.09c,-1.863786246,0.007555808,-1.250347881,0.061648872,,,,,,
SPBC409.10,-3.794884415,5.70E-05,-4.601678557,6.94E-05,,,,,,
SPBC409.13,-1.529293631,1.58E-14,-1.433437085,6.16E-15,,,,,,
SPBC409.14c,-2.670141553,0.004818037,-1.294496931,0.133297249,,,,,,
SPBC409.17c,-1.607241174,3.91E-07,-1.004323923,0.001164676,,,,,,
SPBC409.21,-0.653390011,0.000306222,-1.52700648,5.23E-18,,,,,,
SPBC409.23,1.15162664,1.94E-06,1.002278959,4.27E-05,,,,,,
SPBC418.01c,-0.798499492,0.086974534,-1.551994381,0.003838664,,,,,,
SPBC418.02,-1.308516433,0.261427511,-1.714078529,0.183803037,,,,,,
SPBC428.02c,-0.909044624,1.46E-06,-1.428507185,4.18E-42,,,,,,
SPBC428.03c,-4.347650766,3.04E-177,-3.672604887,1.71E-183,,,,,,
SPBC428.04,-1.54472577,1.43E-09,-1.728650836,1.70E-11,,,,,,
SPBC428.08c,1.063591773,1.24E-07,1.303619867,1.45E-12,,,,,,
SPBC428.10,3.469233565,9.89E-149,2.635006652,3.09E-72,,,,,,
SPBC428.11,-1.903074417,4.70E-08,-0.98001372,4.21E-17,,,,,,
SPBC428.16c,-1.021399375,2.05E-07,-0.583200533,0.003001208,,,,,,
SPBC428.18,-0.155606762,0.66255007,-1.64915254,2.83E-12,,,,,,
SPBC4B4.01c,-1.628578155,2.06E-13,-0.872812088,1.25E-06,,,,,,
SPBC4B4.05,-1.140971504,0.00078656,-0.845085387,0.01076685,,,,,,
SPBC4B4.08,2.513297809,9.69E-19,1.351447015,2.14E-29,,,,,,
SPBC4B4.09,-1.103053472,2.27E-13,-0.953270872,7.60E-15,,,,,,
SPBC4B4.11,-1.388107048,0.095095551,-2.942555132,0.007356412,,,,,,
SPBC4C3.12,0.934896983,9.92E-09,1.336217726,3.71E-18,,,,,,
SPBC4F6.05c,-0.187883417,0.320128645,-1.208073355,2.19E-14,,,,,,
SPBC4F6.06,1.738424818,1.04E-39,1.645087291,1.56E-57,,,,,,
SPBC4F6.08c,-2.123135597,1.48E-07,-2.639663248,6.10E-09,,,,,,
SPBC4F6.09,-1.819601379,1.60E-26,-2.448919822,1.58E-55,,,,,,
SPBC4F6.14,-1.438298321,2.46E-23,-2.026182871,4.36E-49,,,,,,
SPBC4F6.15c,-0.857286315,0.020148788,-1.107481009,0.004184031,,,,,,
SPBC4F6.18c,-0.655383564,1.46E-07,-1.035669762,5.97E-16,,,,,,
SPBC530.05,1.757252258,1.41E-33,1.863987554,3.73E-68,,,,,,
SPBC530.07c,-3.103980318,8.69E-100,-2.162907194,2.72E-75,,,,,,
SPBC530.11c,3.399383493,3.05E-73,2.222094383,3.47E-87,,,,,,
SPBC530.13,-1.629217118,0.021143736,-0.886119033,0.18842251,,,,,,
SPBC530.16,-1.453335414,0.000733442,-1.341609705,0.001652725,,,,,,
SPBC543.08,-1.209624291,3.70E-06,-0.872279329,1.53E-05,,,,,,
SPBC543.10,-1.247312198,1.49E-05,-1.393266622,8.69E-09,,,,,,
SPBC557.04,1.198332743,4.48E-17,1.181377698,6.20E-19,,,,,,
SPBC56F2.04,2.565179355,3.80E-80,1.966006558,7.30E-92,,,,,,
SPBC56F2.05c,4.070102174,1.39E-126,4.568871101,4.65E-252,,,,,,
SPBC56F2.06,4.902796942,4.38E-34,4.522163901,3.07E-27,,,,,,
SPBC56F2.08c,2.025326538,1.36E-34,1.382740095,2.32E-45,,,,,,
SPBC56F2.11,1.474983432,9.47E-10,1.401312825,7.02E-32,,,,,,
SPBC56F2.14,-2.375680188,2.21E-12,-2.240272114,9.52E-16,,,,,,
SPBC56F2.15,2.739763802,2.40E-41,2.492424187,9.06E-42,,,,,,
SPBC577.03c,-1.670890529,1.15E-11,-1.801410505,8.13E-15,,,,,,
SPBC577.04,-1.674782758,1.36E-13,-1.615594283,1.02E-13,,,,,,
SPBC577.08c,-0.967774903,9.29E-06,-1.074613053,7.45E-08,,,,,,
SPBC577.12,-0.931047206,1.56E-08,-1.3642642,1.08E-19,,,,,,
SPBC577.13,1.246155169,1.18E-09,1.035460058,3.79E-11,,,,,,
SPBC577.14c,1.305931564,2.48E-10,1.346528947,1.91E-20,,,,,,
SPBC582.08,-1.696911164,1.03E-25,-1.470484764,1.84E-26,,,,,,
SPBC582.09,-0.64088026,0.001386409,-1.058355089,6.64E-14,,,,,,
SPBC609.01,6.381318038,2.97E-280,7.786208807,0,,,,,,
SPBC609.03,1.667688284,1.87E-25,1.88329889,1.13E-54,,,,,,
SPBC646.07c,-1.598333786,7.96E-14,-1.613998065,2.99E-35,,,,,,
SPBC646.08c,1.240806946,5.43E-20,1.009966238,4.33E-22,,,,,,
SPBC646.10c,-0.184234519,0.376787415,-1.31634016,1.44E-39,,,,,,
SPBC646.12c,1.887852636,2.07E-25,2.114385263,2.17E-47,,,,,,
SPBC646.13,0.937812496,5.66E-14,1.365368998,1.00E-41,,,,,,
SPBC646.14c,-0.659207378,0.002685943,-1.062923109,3.13E-06,,,,,,
SPBC646.15c,-0.880278131,0.000603579,-1.679625308,5.09E-09,,,,,,
SPBC646.16,-1.838513273,4.64E-19,-1.799253632,6.84E-45,,,,,,
SPBC646.17c,1.0705969,0.00499389,1.073620508,0.005431663,,,,,,
SPBC651.03c,1.526769037,1.66E-20,1.31326747,9.73E-20,,,,,,
SPBC651.04,-1.898910552,5.63E-07,-1.779518779,3.90E-07,,,,,,
SPBC651.06,0.887045401,5.72E-06,1.174156631,4.75E-12,,,,,,
SPBC651.08c,2.006897304,1.02E-27,1.437946046,3.71E-38,,,,,,
SPBC651.09c,1.41064913,1.97E-18,1.151052636,6.76E-26,,,,,,
SPBC651.10,-1.74214825,4.11E-17,-1.673849906,2.15E-18,,,,,,
SPBC660.05,3.824543026,1.57E-40,4.000896063,6.68E-52,,,,,,
SPBC660.06,2.728656859,5.17E-47,2.413481235,2.52E-100,,,,,,
SPBC660.07,1.798192239,1.12E-28,1.549908079,9.11E-23,,,,,,
SPBC660.09,2.047893718,1.39E-37,2.535606229,1.53E-82,,,,,,
SPBC660.14,-1.766944996,1.19E-11,-2.093690384,1.68E-15,,,,,,
SPBC685.03,0.328436064,0.113259381,1.375906354,3.53E-20,,,,,,
SPBC685.04c,-2.489944207,7.16E-18,-2.447081656,2.76E-18,,,,,,
SPBC685.07c,-1.877868882,1.52E-24,-1.849108263,5.37E-56,,,,,,
SPBC685.09,-1.844798751,1.33E-22,-1.706495765,1.02E-24,,,,,,
SPBC691.02c,-0.825235707,5.04E-05,-1.117785813,9.13E-10,,,,,,
SPBC6B1.02,1.459298363,2.13E-28,1.585154074,1.30E-54,,,,,,
SPBC6B1.04,-0.970342136,0.000106274,-1.158229656,6.84E-07,,,,,,
SPBC6B1.08c,-0.603504888,0.000507784,-1.314382311,3.95E-22,,,,,,
SPBC6B1.12c,-1.545580993,3.78E-08,-1.568258544,6.89E-08,,,,,,
SPBC713.02c,0.945449499,1.62E-12,1.156837983,3.35E-34,,,,,,
SPBC713.03,-1.787901792,1.21E-23,-2.454593497,6.65E-50,,,,,,
SPBC713.05,-1.018140642,9.55E-05,-0.463434221,0.058584717,,,,,,
SPBC713.06,2.015149223,5.29E-18,2.346132566,8.45E-32,,,,,,
SPBC713.10,-1.208795678,5.76E-10,-1.190969416,4.73E-11,,,,,,
SPBC725.01,1.123990307,7.62E-11,1.317972635,6.09E-27,,,,,,
SPBC725.02,3.128784081,6.14E-41,2.594429027,6.75E-72,,,,,,
SPBC725.03,1.939997849,1.78E-17,2.152393406,2.60E-27,,,,,,
SPBC725.04,-1.236384765,2.12E-13,-0.802003028,4.77E-09,,,,,,
SPBC725.11c,2.297352686,3.62E-32,2.487450551,3.26E-82,,,,,,
SPBC725.15,-0.965926178,3.93E-10,-1.058445028,9.97E-16,,,,,,
SPBC725.17c,-1.401260126,1.05E-10,-1.107108275,3.16E-09,,,,,,
SPBC776.16,-0.67320157,0.034199041,-1.077827391,0.000647684,,,,,,
SPBC800.02,1.162719638,1.57E-08,1.856981402,3.79E-30,,,,,,
SPBC800.05c,-0.985596971,2.82E-13,-1.447914839,1.19E-38,,,,,,
SPBC800.08,-1.450819825,0.002077908,-1.357492971,0.009864458,,,,,,
SPBC800.11,-0.132233886,0.673530831,1.173002023,8.21E-07,,,,,,
SPBC800.12c,-3.518032704,0.00197696,-3.61901656,0.003432195,,,,,,
SPBC800.14c,0.775084081,0.001166901,1.381402473,9.40E-12,,,,,,
SPBC83.01,0.864562821,6.94E-11,1.278169863,8.54E-15,,,,,,
SPBC83.09c,-2.046745945,0.003017105,-2.035777172,0.005494478,,,,,,
SPBC83.10,-0.961199628,2.10E-05,-1.443833654,4.01E-11,,,,,,
SPBC83.13,1.969890175,3.16E-33,1.261213226,3.66E-21,,,,,,
SPBC83.14c,-1.201149643,2.14E-10,-1.368913758,4.11E-18,,,,,,
SPBC83.15,-1.203496678,4.02E-12,-1.459647823,7.58E-25,,,,,,
SPBC83.17,-1.010095961,4.01E-07,-1.571887378,3.27E-35,,,,,,
SPBC83.19c,6.031691709,1.96E-14,6.274114718,2.39E-14,,,,,,
SPBC839.02,1.899896244,3.17E-35,2.05066114,1.09E-64,,,,,,
SPBC839.05c,-1.669099098,4.38E-28,-1.389942936,8.11E-39,,,,,,
SPBC839.06,7.39167703,1.07E-85,7.948769332,4.50E-58,,,,,,
SPBC839.07,-2.361820204,3.79E-10,-1.265335879,0.000169292,,,,,,
SPBC839.09c,-1.205313544,0.001009104,-0.69520935,0.004134781,,,,,,
SPBC839.11c,-2.171170222,2.19E-14,-2.501447266,1.34E-19,,,,,,
SPBC887.01,-1.668786302,7.62E-18,-1.837103403,2.71E-22,,,,,,
SPBC887.04c,-1.014384969,2.45E-10,-1.057413724,6.51E-10,,,,,,
SPBC887.06c,1.318623521,0.012689829,2.161447784,3.16E-06,,,,,,
SPBC887.07,0.916475298,4.08E-05,1.236321411,3.05E-16,,,,,,
SPBC887.08,-1.332813197,0.000244333,-0.745874456,0.021291158,,,,,,
SPBC887.09c,1.574072922,5.74E-24,1.229538292,2.42E-22,,,,,,
SPBC887.10,-1.071258954,5.10E-05,-0.617300625,0.000128602,,,,,,
SPBC887.11,1.586038364,0.021566309,3.818160777,1.11E-19,,,,,,
SPBC887.13c,-1.161747693,1.25E-08,-0.683678069,0.00026057,,,,,,
SPBC887.17,2.300833398,6.68E-64,2.188172387,4.04E-103,,,,,,
SPBC8D2.02c,0.377372891,0.016244188,1.981501843,3.14E-52,,,,,,
SPBC8D2.03c,1.939809732,4.13E-40,2.388681729,2.24E-121,,,,,,
SPBC8D2.04,3.037761494,7.29E-127,3.505012645,0,,,,,,
SPBC8D2.05c,-1.211244141,7.31E-10,-1.091941015,7.46E-10,,,,,,
SPBC8D2.10c,-0.889833465,2.18E-06,-1.867909419,1.96E-54,,,,,,
SPBC8D2.14c,-1.291549304,0.326879244,-1.311347689,0.378970536,,,,,,
SPBC8D2.15,-1.653272228,0.171926508,-1.609483844,0.223330865,,,,,,
SPBC8D2.16c,-0.961267902,0.014540089,-1.797688633,5.20E-08,,,,,,
SPBC8D2.18c,-1.379122116,1.11E-19,-1.606855976,1.20E-43,,,,,,
SPBC8D2.20c,1.200444627,7.41E-15,1.145164266,2.21E-19,,,,,,
SPBC8E4.02c,1.304550487,8.24E-09,2.986408682,9.42E-129,,,,,,
SPBC8E4.03,1.209762357,4.60E-11,1.115960497,1.69E-19,,,,,,
SPBC8E4.05c,0.104390791,0.797756648,1.215902559,2.08E-06,,,,,,
SPBC947.01,2.267528483,1.28E-52,2.256149859,4.62E-58,,,,,,
SPBC947.04,-1.785520038,9.40E-17,-1.752720424,1.43E-32,,,,,,
SPBC947.05c,0.612088569,0.126391452,1.219643718,1.47E-06,,,,,,
SPBC947.10,0.965806438,1.53E-12,1.387630611,5.26E-37,,,,,,
SPBC947.13,2.092061544,6.57E-27,2.347003998,7.79E-62,,,,,,
SPBC947.15c,1.426207855,1.57E-29,1.468604296,4.74E-25,,,,,,
SPBC9B6.03,5.118654741,6.50E-259,5.617195146,0,,,,,,
SPBC9B6.05c,-1.667807517,5.18E-15,-1.855427025,2.90E-17,,,,,,
SPBC9B6.07,-2.388962973,1.58E-27,-2.546094729,4.23E-35,,,,,,
SPBC9B6.10,-2.479187079,1.79E-07,-3.457413048,2.58E-08,,,,,,
SPBCPT2R1.04c,-1.414117474,0.265249396,-1.388584454,0.320009473,,,,,,
SPBCPT2R1.08c,2.031473801,0.036264834,2.621807204,0.004320656,,,,,,
SPBP16F5.02,-1.119425595,1.81E-06,-1.136876349,2.89E-08,,,,,,
SPBP16F5.03c,2.511940371,2.43E-62,2.154654007,3.17E-79,,,,,,
SPBP16F5.05c,-1.07872742,7.69E-06,-1.341112674,1.57E-10,,,,,,
SPBP16F5.06,-0.288981685,0.139473175,-1.344928054,3.20E-11,,,,,,
SPBP16F5.08c,-1.119169968,8.09E-17,-0.797899491,4.89E-10,,,,,,
SPBP19A11.01,-1.176375953,2.54E-12,-1.190565072,7.63E-17,,,,,,
SPBP19A11.02c,-0.149740083,0.468799418,1.709325414,1.94E-23,,,,,,
SPBP19A11.04c,1.702500954,5.70E-42,1.2469609,2.45E-22,,,,,,
SPBP23A10.03c,-2.343391152,1.87E-05,-2.61939859,4.88E-06,,,,,,
SPBP23A10.11c,0.717976343,6.60E-08,1.001518488,1.86E-08,,,,,,
SPBP23A10.13,0.794866148,1.68E-06,1.085399718,9.00E-21,,,,,,
SPBP26C9.02c,1.073463848,9.61E-13,1.228102415,2.31E-20,,,,,,
SPBP26C9.03c,0.342735256,0.157027526,1.280922816,2.43E-12,,,,,,
SPBP35G2.03c,-3.123304397,0.002083702,-2.550587131,0.011225077,,,,,,
SPBP35G2.10,1.520246103,2.21E-18,1.927423357,8.80E-42,,,,,,
SPBP35G2.11c,1.599236833,3.68E-24,2.349883918,5.50E-57,,,,,,
SPBP35G2.14,1.023255395,4.74E-14,1.014847159,2.24E-17,,,,,,
SPBP4G3.02,-1.550120368,1.68E-14,-0.674793579,6.32E-09,,,,,,
SPBP4G3.03,4.74716759,2.23E-08,4.624979582,4.26E-07,,,,,,
SPBP4H10.05c,-0.197279135,0.184572163,-1.353157289,1.37E-27,,,,,,
SPBP4H10.07,0.978956834,2.16E-09,1.211659354,3.25E-21,,,,,,
SPBP4H10.20,-1.550095384,9.34E-12,-1.5542867,2.48E-11,,,,,,
SPBP4H10.21c,-1.569236551,1.15E-15,-0.722680985,0.000306905,,,,,,
SPBP8B7.01c,-1.619879602,7.87E-05,-1.653148318,0.000103851,,,,,,
SPBP8B7.04,1.853309374,1.88E-13,2.305901175,6.15E-23,,,,,,
SPBP8B7.05c,-1.915276658,4.40E-42,-1.00690192,2.94E-20,,,,,,
SPBP8B7.11,-1.11069391,2.42E-15,-1.57084988,8.36E-37,,,,,,
SPBP8B7.12c,-1.242495713,2.10E-13,-2.021604814,3.25E-33,,,,,,
SPBP8B7.14c,-1.015758495,1.03E-05,-0.770688545,7.48E-05,,,,,,
SPBP8B7.15c,2.473990068,2.93E-41,2.759489357,1.37E-103,,,,,,
SPBP8B7.17c,-1.521068706,2.43E-16,-1.336143567,1.53E-16,,,,,,
SPBP8B7.21,-0.616537697,5.92E-05,-1.357633942,3.98E-23,,,,,,
SPBP8B7.22,-1.281899894,5.16E-05,-1.807012497,5.32E-20,,,,,,
SPBP8B7.24c,1.289231797,1.44E-14,1.999923405,8.90E-38,,,,,,
SPBP8B7.31,-1.689246974,8.78E-09,-1.590276916,1.93E-08,,,,,,
SPBP8B7.32,1.317298945,5.52E-11,1.484729151,4.91E-22,,,,,,
SPBPB10D8.01,-6.686771515,4.71E-64,-2.608483307,2.49E-61,,,,,,
SPBPB10D8.02c,-3.765919315,0.000753813,-3.040906041,0.00563943,,,,,,
SPBPB10D8.03,-4.518628496,1.81E-05,-1.528863259,0.0299095,,,,,,
SPBPB21E7.01c,3.947889062,0.000285169,5.364851467,1.29E-07,,,,,,
SPBPB21E7.02c,6.523049258,7.89E-15,7.804442625,8.48E-21,,,,,,
SPBPB21E7.04c,4.737033311,1.52E-61,4.897544835,3.41E-71,,,,,,
SPBPB21E7.06,1.883493887,NA,6.090318957,4.62E-08,,,,,,
SPBPB21E7.07,-0.123241297,0.523702067,1.32912689,1.58E-28,,,,,,
SPBPB21E7.08,-3.665860333,1.21E-05,-2.277603892,0.000876496,,,,,,
SPBPB21E7.09,-1.097589613,6.15E-09,0.001118,0.994312115,,,,,,
SPBPB21E7.11,5.496915418,2.11E-84,7.293404624,2.32E-216,,,,,,
SPBPB2B2.01,6.864074092,0,5.284284803,1.40E-145,,,,,,
SPBPB2B2.02,1.756591476,1.74E-05,2.762143989,6.26E-21,,,,,,
SPBPB2B2.05,1.798161489,3.69E-11,2.542311561,1.33E-30,,,,,,
SPBPB2B2.08,-3.677392444,3.16E-19,0.795770161,1.60E-05,,,,,,
SPBPB2B2.09c,-1.056750028,1.45E-08,0.05518518,0.75249062,,,,,,
SPBPB2B2.12c,2.714542945,0.000315963,4.189198373,5.61E-13,,,,,,
SPBPB2B2.13,-0.00774553,0.988945472,1.056265034,0.005402436,,,,,,
SPBPB2B2.14c,1.584040193,NA,4.22033611,0.00023889,,,,,,
SPBPB7E8.02,5.581953382,4.09E-142,5.572655677,2.68E-200,,,,,,
SPBPB8B6.02c,0.71225739,0.608220409,8.981857341,6.99E-53,,,,,,
SPBPB8B6.04c,1.700826338,0.002061918,4.770251667,1.80E-46,,,,,,
SPBPB8B6.05c,-2.756431669,7.85E-23,-1.540202203,3.24E-12,,,,,,
SPBPJ4664.01,-1.170424901,1.59E-08,-0.563736626,0.002143885,,,,,,
SPBPJ4664.02,2.106634088,1.16E-47,3.011072384,1.64E-72,,,,,,
SPCC1020.01c,2.632887964,2.96E-43,2.87948484,3.45E-99,,,,,,
SPCC1020.04c,-1.217438577,2.31E-15,-1.396654049,7.10E-24,,,,,,
SPCC1020.05,0.755286156,2.95E-07,1.04537102,3.58E-17,,,,,,
SPCC1020.10,5.403244396,2.46E-99,3.581018492,1.22E-92,,,,,,
SPCC1020.11c,-1.518309134,6.75E-09,-0.635820283,0.002783731,,,,,,
SPCC1020.13c,1.308112873,4.14E-16,1.554472247,1.72E-30,,,,,,
SPCC10H11.01,1.402678234,1.74E-14,1.601692629,4.20E-50,,,,,,
SPCC1183.09c,1.757916159,7.34E-33,1.605910897,6.76E-25,,,,,,
SPCC1183.11,4.853734224,1.52E-223,4.489956929,2.88E-280,,,,,,
SPCC1183.12,1.803812411,3.50E-06,1.268897948,0.004711638,,,,,,
SPCC11E10.01,2.296370494,6.17E-76,1.134110868,2.95E-20,,,,,,
SPCC11E10.04,-0.643834282,0.032466441,-1.151597822,1.22E-09,,,,,,
SPCC11E10.08,-2.201361167,0.003472379,-3.558676789,0.000556439,,,,,,
SPCC11E10.09c,-1.679874366,1.27E-08,-0.643814716,0.012860741,,,,,,
SPCC1223.04c,-1.098132601,1.19E-05,-1.068214642,1.10E-05,,,,,,
SPCC1223.09,2.808071827,6.21E-86,1.852630926,6.48E-47,,,,,,
SPCC1223.13,1.918318232,1.93E-26,1.369156934,2.50E-16,,,,,,
SPCC1235.02,-0.897716998,1.55E-08,-1.652907915,8.52E-33,,,,,,
SPCC1235.06,0.935183602,7.95E-08,1.270017753,4.47E-22,,,,,,
SPCC1235.07,-1.406707796,0.009538515,-0.847270878,0.037073677,,,,,,
SPCC1235.08c,-1.475235514,2.75E-06,-1.434476003,6.66E-07,,,,,,
SPCC1235.12c,-0.034800564,0.969251307,2.168628149,2.05E-08,,,,,,
SPCC1235.14,3.760025292,1.74E-54,3.963967739,1.39E-68,,,,,,
SPCC1235.17,3.846547022,7.29E-41,5.859281906,1.15E-216,,,,,,
SPCC1235.18,5.333935473,7.96E-86,5.567444847,3.35E-278,,,,,,
SPCC1259.15c,-1.422076886,0.000173155,-1.576835294,8.64E-05,,,,,,
SPCC1259.16,-2.354740599,0.001438122,-3.729127648,0.00026057,,,,,,
SPCC126.01c,-1.372465402,0.230165303,-0.843777249,0.468645357,,,,,,
SPCC126.02c,1.221506565,0.000560097,1.615291657,1.56E-06,,,,,,
SPCC126.07c,1.251361928,6.63E-14,1.417009265,8.24E-18,,,,,,
SPCC126.08c,-1.013482681,5.14E-08,-0.786808712,1.30E-09,,,,,,
SPCC126.09,1.565859384,2.71E-11,1.754547563,4.67E-28,,,,,,
SPCC126.10,-1.717841464,2.24E-09,-1.865941335,8.80E-20,,,,,,
SPCC126.11c,-2.055940536,9.36E-31,-1.489013521,9.38E-23,,,,,,
SPCC126.12,-1.998963874,3.18E-25,-1.822886751,3.58E-22,,,,,,
SPCC126.13c,-2.229725459,1.85E-10,-2.624921931,7.99E-12,,,,,,
SPCC1281.01,2.129686936,1.36E-49,2.230805546,4.14E-94,,,,,,
SPCC1281.03c,-1.698628266,4.40E-25,-2.150522519,2.51E-42,,,,,,
SPCC1281.06c,3.133394176,2.77E-69,3.12679731,1.45E-252,,,,,,
SPCC1281.08,0.152977339,0.650649773,1.06624254,1.10E-05,,,,,,
SPCC132.04c,1.431602649,3.14E-23,1.183444159,4.14E-24,,,,,,
SPCC1322.03,3.528150747,1.96E-101,3.917601333,1.46E-198,,,,,,
SPCC1322.07c,0.71426597,0.056204317,1.776529923,5.35E-10,,,,,,
SPCC1322.08,2.789646212,9.95E-43,2.617171008,2.45E-52,,,,,,
SPCC1322.14c,2.058494242,7.26E-56,1.636064104,1.46E-61,,,,,,
SPCC1322.15,-0.510278044,0.033307423,-1.042428651,2.06E-14,,,,,,
SPCC1393.02c,1.866051428,3.56E-31,2.001552719,2.47E-55,,,,,,
SPCC1393.06c,-0.907845495,3.99E-07,-1.438123523,1.16E-16,,,,,,
SPCC1393.07c,1.535861361,5.63E-10,1.543090354,1.28E-08,,,,,,
SPCC1393.08,6.19031861,1.66E-270,6.026663742,0,,,,,,
SPCC1393.12,4.054649693,1.60E-80,3.636303108,5.28E-89,,,,,,
SPCC1393.13,1.80389675,7.68E-30,1.294226151,1.10E-15,,,,,,
SPCC13B11.01,2.092260338,0.032194828,3.278016725,4.37E-05,,,,,,
SPCC13B11.03c,0.360097822,0.44946417,1.790337594,1.86E-08,,,,,,
SPCC1442.03,-0.687255355,0.000481528,-1.259911174,8.68E-12,,,,,,
SPCC1442.04c,1.681373989,5.23E-27,1.996499419,4.19E-67,,,,,,
SPCC1442.05c,-1.418402934,1.96E-10,-1.249457753,1.74E-11,,,,,,
SPCC1442.06,-1.653870007,4.38E-29,-1.121795522,5.91E-19,,,,,,
SPCC1442.07c,-1.4006427,0.265047908,-1.356914763,0.326753522,,,,,,
SPCC1442.14c,-1.991565947,8.38E-19,-1.484755473,1.02E-15,,,,,,
SPCC1442.15c,-1.015815356,0.000124413,-0.163737515,0.526132439,,,,,,
